"Place_Id","Place_Name","Description","Category","City","Price","Rating","No.Telepon","Coordinate","Latitude","Longitude"
"373","Cikao Park","Cikao Park adalah destinasi rekreasi yang menawarkan suasana alam yang asri. Pengunjung dapat menikmati taman yang hijau, kebun bunga, dan berbagai fasilitas rekreasi.","Cagar Alam","Purwakarta","9796","4.2","087562522217","{'lat': -6.5823178, 'lng': 107.448988}","-6.5823178","107.448988"
"374","Gunung Lembu","Gunung Lembu adalah destinasi pendakian yang menawarkan pengalaman mendaki gunung dengan pemandangan alam yang menakjubkan. Dari puncak, pengunjung dapat menikmati panorama indah sekitarnya.","Cagar Alam","Purwakarta","20413","4.5","084176887916","{'lat': -6.561579, 'lng': 107.3401785}","-6.561579","107.3401785"
"375","Taman Wisata Batu Apung Alam Hijau","Taman Wisata Batu Apung Alam Hijau adalah tempat wisata yang menonjolkan batu apung dan keindahan alam sekitarnya. Pengunjung dapat menikmati keberagaman batuan dan aktivitas rekreasi.","Taman Hiburan","Purwakarta","32693","4.1","081032378934","{'lat': -6.6729407, 'lng': 107.5503267}","-6.6729407","107.5503267"
"376","Ujung Aspal - Pasirmuncang","Ujung Aspal - Pasirmuncang adalah area yang menarik dengan pemandangan aspal yang berakhir di tepi Pantai Pasirmuncang. Pengunjung dapat menikmati suasana pantai yang tenang dan menyegarkan.","Taman Hiburan","Purwakarta","43231","4.3","085605624735","{'lat': -6.6944013, 'lng': 107.5722896}","-6.6944013","107.5722896"
"377","Jatiluhur Water World","Jatiluhur Water World adalah taman air yang menyajikan berbagai wahana dan kolam renang. Pengunjung dapat menikmati kegiatan air seru dan menyegarkan di tengah lingkungan yang nyaman.","Taman Hiburan","Purwakarta","37819","4.2","081281637490","{'lat': -6.5291952, 'lng': 107.3956677}","-6.5291952","107.3956677"
"378","Curug Tilu","Curug Tilu adalah air terjun yang menawarkan keindahan alam dan suasana sejuk. Pengunjung dapat melakukan pendakian ke curug ini untuk menikmati keindahan air terjun dan sekitarnya.","Cagar Alam","Purwakarta","43931","4.3","088571300643","{'lat': -6.5687898, 'lng': 107.2803683}","-6.5687898","107.2803683"
"379","Sasak Panyawangan","Sasak Panyawangan adalah destinasi yang menawarkan keindahan dan ketenangan di tengah alam. Pengunjung dapat menjelajahi area ini, menikmati keindahan alam, dan merasakan kedamaian.","Cagar Alam","Purwakarta","36347","4.4","086658257066","{'lat': -6.596178, 'lng': 107.342517}","-6.596178","107.342517"
"380","Wisata Alam Gunung Bongkok","Wisata Alam Gunung Bongkok adalah tempat yang cocok untuk para pecinta alam dan pendaki. Pengunjung dapat menikmati trekking atau hiking di sekitar Gunung Bongkok sambil menikmati keindahan alam.","Cagar Alam","Purwakarta","6288","4.6","087883764599","{'lat': -6.6046124, 'lng': 107.3420138}","-6.6046124","107.3420138"
"381","Wisata waduk Parang Gombong","Wisata Waduk Parang Gombong adalah destinasi di sekitar waduk yang menawarkan pemandangan dan kegiatan rekreasi. Pengunjung dapat menikmati keindahan waduk, bersepeda, atau sekadar bersantai di tepi air.","Cagar Alam","Purwakarta","7335","4.3","087509951581","{'lat': -6.4984897, 'lng': 107.3147669}","-6.4984897","107.3147669"
"382","Taman Air Mancur Sri Baduga","Taman Air Mancur Sri Baduga adalah taman air yang menyajikan air mancur menarik dan taman yang indah. Pengunjung dapat menikmati pertunjukan air mancur yang kreatif dan berwarna.","Taman Hiburan","Purwakarta","29660","4.6","082341757516","{'lat': -6.5571807, 'lng': 107.4469804}","-6.5571807","107.4469804"
"383","Kampung Kahuripan Cirangkong","Kampung Kahuripan Cirangkong adalah kampung adat yang mempertahankan kearifan lokal dan tradisi budaya. Pengunjung dapat mengenal lebih dekat kehidupan masyarakat lokal dan menikmati suasana pedesaan.","Taman Hiburan","Purwakarta","13204","4.4","089729070494","{'lat': -6.524759, 'lng': 107.5272489}","-6.524759","107.5272489"
"384","Alun-alun Purwakarta","Alun-alun Purwakarta adalah pusat kegiatan sosial dan budaya di kota. Pengunjung dapat menikmati kegiatan di alun-alun, berinteraksi dengan masyarakat setempat, atau sekadar bersantai di taman.","Taman Hiburan","Purwakarta","5146","4.5","086478337464","{'lat': -6.555829, 'lng': 107.442102}","-6.555829","107.442102"
"385","Kampung Madang Travel","Kampung Madang Travel mungkin adalah agen perjalanan atau pusat informasi wisata. Pengunjung dapat mendapatkan informasi tentang berbagai paket perjalanan dan destinasi wisata di sekitar Purwakarta.","Budaya","Purwakarta","40168","4.3","081257859693","{'lat': -6.5346504, 'lng': 107.3028653}","-6.5346504","107.3028653"
"386","Air Panas Ciracas","Air Panas Ciracas adalah tempat yang menawarkan kehangatan air panas alami. Pengunjung dapat bersantai dan menikmati kesejukan air panas di tempat ini.","Taman Hiburan","Purwakarta","10800","4.1","085126677811","{'lat': -6.6474339, 'lng': 107.5840279}","-6.6474339","107.5840279"
"387","Taman Selfie Kompepar Tirta Wisata Jatiluhur","Taman Selfie Kompepar Tirta Wisata Jatiluhur adalah tempat yang cocok untuk pengunjung yang gemar berfoto. Pengunjung dapat menemukan spot-spot menarik untuk berfoto selfie di sekitar taman ini.","Taman Hiburan","Purwakarta","27198","4.5","084831774565","{'lat': -6.5366307, 'lng': 107.39083}","-6.5366307","107.39083"
"388","Bungursari Lake Park","Bungursari Lake Park adalah destinasi rekreasi yang menawarkan kombinasi indah antara danau, taman, dan fasilitas rekreasi. Berikut adalah deskripsi singkat mengenai pesona dan daya tarik dari Bungursari Lake Park:","Cagar Alam","Purwakarta","46715","4.3","085966945709","{'lat': -6.4806038, 'lng': 107.4695622}","-6.4806038","107.4695622"
"389","Maya Datar Park","Taman Maya Datar tampil begitu cantik dengan bunga-bunga di sekelilingnya, serta dua air mancur yang dilengkapi dengan pencahayaan yang ciamik dan harimau putih yang melambangkan Prabu Siliwangi. Taman ini berfungsi sebagai alun-alun kota. Dibuka untuk umum setiap hari pada pagi dan sore hari.","Taman Hiburan","Purwakarta","10712","4.5","082067164447","{'lat': -6.5563016, 'lng': 107.4420618}","-6.5563016","107.4420618"
"390","Tebing Parang","Destinasi wisata Gunung Parang berlokasi di Kecamatan Tegalwaru, Kabupaten Purwakarta. Gunung Parang merupakan sebuah gunung batu andesit yang ketinggiannya mencapai 963 mdpl, gunung parang merupakan gunung batu andesit tertinggi di indonesia dan tertinggia ke-2 di asia. Untuk menaklukannya pengunjung bisa mencoba dengan berbagai cara, mulai dari rock climbing hingga melalui jalur via ferrata, yakni jalur yang dilengkapi dengan tangga besi. Jalur Via ferrata di Gunung Parang, terdapat beberapa tingkatan mulai dari 100 meter, 250 meter, 300 meter dan paling tinggi Top Tower 900 meter. Selain itu Gunung Parang memiliki daya tarik yang mendunia yaitu dengan adanya hotel gantung yang bernama Skylodge Pajajaran Anyar, Hotel yang berada di dinding tebing ini merupakan Hotel gantung yang pertama di Indonesia dan ke dua di Dunia.","Cagar Alam","Purwakarta","40981","4.7","085084562169","{'lat': -6.5875521, 'lng': 107.3461336}","-6.5875521","107.3461336"
"391","Bale Panyawangan Diorama Nusantara","Pembangunan Bale Panyawangan Diorama Nusantara bertujuan untuk mengangkat peranan arsip sebagai bagian penting dari proses kehidupan berbangsa, bernegara dan bermasyarakat. Bale Panyawangan Diorama Nusantara merupana ungkapan awal peradaban manusia di Indonesia dan perkembangannya dari masa ke masa sampai sekarang yang ditinjau dari berbagai aspek seperti aspek wilayah, keagamaan, kesenian, sosial, budaya, politik, ekonomi, sistem pemerintahan, hingga kepada infrastruktur yang ditampilkan melalui perpaduan arsip, seni dan teknologi adalah untuk memperkenalkan arsip kepada masyarakat dengan cara yang mudah dipahami dan menarik.","Taman Hiburan","Purwakarta","30955","4.5","084095332768","{'lat': -6.5542174, 'lng': 107.4460847}","-6.5542174","107.4460847"
"392","Hidden Valley Hills","Destinasi Wisata Hidden Valley Hills Resort menawarkan panorama alam pegunungan yang memanjakan mata, dari atas bukit tertinggi akan terlihat pemandangan yang sangat indah dan menakjubkan, Sebuah destinasi yang terbentuk dari inspirasi legenda yang ada, semua terangkum indah bagaikan serpihan surga di Purwakarta.","Cagar Alam","Purwakarta","32990","4.4","084049990349","{'lat': -6.634271, 'lng': 107.4201456}","-6.634271","107.4201456"
"393","Situ Cigangsa","Cigangsa merupakan merupakan salah satu nama situ, di Purwakarta yang bisa kalian kunjungi sebagai tempat wisata. Walaupun tidak sepopuler sedang situ kebanyakannya, tetapi objek wisata ini cocok untuk kalian kunjungi.","Cagar Alam","Purwakarta","5950","4.2","086478683109","{'lat': -6.5255638, 'lng': 107.4839885}","-6.5255638","107.4839885"
"394","Bale Indung Rahayu","Bale Indung Rahayu Merupakan Museum yang memiliki arti nama “Tempat Kemuliaan Ibu”. Museum ini terletak di Jl.RE Martadinata Nagri Tengah, Kec. Purwakarta, Kabupaten Purwakarta.","Taman Hiburan","Purwakarta","24064","4.4","087437620376","{'lat': -6.5521619, 'lng': 107.4435456}","-6.5521619","107.4435456"
"395","Waduk Jatiluhur","Bendungan Jatiluhur merupakan bendungan terbesar di Indonesia, membendung aliran Sungai Citarum di Kecamatan Jatiluhur – Kabupaten Purwakarta – Provinsi Jawa Barat, membentuk waduk dengan genangan seluas ± 83 km2 dan keliling waduk 150 km pada elevasi muka air normal +107 m di atas permukaan laut (dpl).","Cagar Alam","Purwakarta","21542","4.3","081943334301","{'lat': -6.5301985, 'lng': 107.3945513}","-6.5301985","107.3945513"
"396","Situ Buleud","Situ Buleud dibuat dengan dua tujuan dan kegunaan. Pertama sebagai sumber air bagi kepentingan Pemerintah dan masyarakat kota Purwakarta. Air dari situ antara lain digunakan untuk keperluan ibadah dan kegiatan lain di Masjid Agung. Kedua sebagai tempat rekreasi.","Cagar Alam","Purwakarta","6178","4.4","083393764513","{'lat': -6.5569444, 'lng': 107.4461111}","-6.5569444","107.4461111"
"397","Kebun Teh Ciater - Subang","Nikmati keindahan perkebunan teh dengan udara sejuk di ketinggian, sambil menikmati pesona alam Subang.","Cagar Alam","Subang","41360","4,6","089485387302","{'lat': -6.769980578170856, 'lng': 107.63689890047274}","-6.769980578170856","107.63689890047274"
"398","Gunung Tangkuban Parahu","Salah satu gunung berapi terkenal yang menawarkan pemandangan kawah yang menakjubkan dan keindahan alam sekitarnya.","Cagar Alam","Subang","29507","4,6","081025737947","{'lat': -6.758912951654527, 'lng': 107.60965187125018}","-6.758912951654527","107.60965187125018"
"399","Curug Cibareubeuy","Temukan kecantikan alam dengan mendekati air terjun yang indah dan suasana yang menenangkan.","Cagar Alam","Subang","34409","4,6","087911051138","{'lat': -6.7628177553668065, 'lng': 107.6648706794527}","-6.7628177553668065","107.6648706794527"
"400","Curug Mandala","Destinasi air terjun yang menawarkan pengalaman eksplorasi alam yang menarik dan menyegarkan.","Cagar Alam","Subang","35543","4,5","083412912440","{'lat': -6.7310773694389034, 'lng': 107.64482244215824}","-6.7310773694389034","107.64482244215824"
"401","Curug Cijalu","Nikmati keindahan air terjun yang menawan dan hirup udara segar di sekitar lingkungan alam.","Cagar Alam","Subang","48935","4,5","087426616581","{'lat': -6.707368581518651, 'lng': 107.59030659863947}","-6.707368581518651","107.59030659863947"
"402","the Ranch Ciater Subang","Suasana pedesaan yang autentik dengan berbagai kegiatan yang dapat dinikmati bersama keluarga.","Cagar Alam","Subang","22556","4,5","089281777656","{'lat': -6.758731153478997, 'lng': 107.64692613712442}","-6.758731153478997","107.64692613712442"
"403","Curug Ciangin","Air terjun eksotis yang memikat hati dengan suasana alam yang asri dan menenangkan.","Cagar Alam","Subang","48702","4,5","086762477785","{'lat': -6.739344882129451, 'lng': 107.67911032363169}","-6.739344882129451","107.67911032363169"
"404","Wisata Alam Bukit Pamoyanan","Panorama alam yang memukau dengan hijauan dan keindahan alam yang menyejukkan.","Cagar Alam","Subang","43065","4,5","087098086429","{'lat': -6.7531972684989094, 'lng': 107.79518479479604}","-6.7531972684989094","107.79518479479604"
"405","D'Castello","Destinasi bersejarah dengan arsitektur yang unik, menciptakan pengalaman budaya yang menarik.","Taman Hiburan","Subang","26587","4,6","081239909170","{'lat': -6.724494137707749, 'lng': 107.65642146595977}","-6.724494137707749","107.65642146595977"
"406","Tangkuban Perahu","Kunjungi gunung berapi terkenal ini untuk menyaksikan keindahan kawahnya dan menikmati suasana pegunungan yang menyejukkan.","Cagar Alam","Subang","28663","4,7","085637636401","{'lat': -6.759083419979141, 'lng': 107.60939437918962}","-6.759083419979141","107.60939437918962"
"407","Gunung Putri Lembang","Pesona alam yang menakjubkan dengan pemandangan indah gunung dan udara yang segar.","Cagar Alam","Subang","15467","4,6","088234144259","{'lat': -6.799987211006391, 'lng': 107.63381619614793}","-6.799987211006391","107.63381619614793"
"408","Curug Sadim","Air terjun yang menawarkan keindahan alam yang alami dan menyegarkan.","Cagar Alam","Subang","28052","4,4","081858402453","{'lat': -6.726170693465417, 'lng': 107.63418080643704}","-6.726170693465417","107.63418080643704"
"409","Pemandian Air Panas Ciater","Pengalaman bersantai di air panas alami dengan suasana sekitar yang asri.","Cagar Alam","Subang","10972","4,3","085245908711","{'lat': -6.738515227175425, 'lng': 107.65392838103573}","-6.738515227175425","107.65392838103573"
"410","Wisata Mata Air Cimincul","Destinasi alam yang menawarkan mata air jernih dan suasana damai di sekitar hutan.","Cagar Alam","Subang","7537","4,2","089415164993","{'lat': -6.718741361795497, 'lng': 107.72741460322176}","-6.718741361795497","107.72741460322176"
"411","Pemandian Air Panas Alam Sari Ater","Tempat relaksasi dengan pemandian air panas alami dan fasilitas rekreasi.","Cagar Alam","Subang","22172","4,4","085768682800","{'lat': -6.73821315346382, 'lng': 107.65308869294489}","-6.73821315346382","107.65308869294489"
"412","Curug Koleangkak (Curug Biru)","Air terjun dengan keunikan warna biru yang memikat perhatian.","Cagar Alam","Subang","27155","4,4","089564660972","{'lat': -6.73661077900731, 'lng': 107.66656379479576}","-6.73661077900731","107.66656379479576"
"413","Alun-Alun Kota Subang","Pusat kehidupan kota dengan suasana yang ramai dan beragam kegiatan.","Taman Hiburan","Subang","46557","4,4","087851141837","{'lat': -6.5709414263094414, 'lng': 107.76151922177826}","-6.5709414263094414","107.76151922177826"
"414","Wisma Karya Kota Subang","Akomodasi yang nyaman di pusat kota untuk menikmati kesejukan dan kenyamanan.","Taman Hiburan","Subang","20790","4,4","082031871276","{'lat': -6.570741134441082, 'lng': 107.75944570828577}","-6.570741134441082","107.75944570828577"
"415","Curug Bentang","Destinasi air terjun yang menawarkan keindahan alam dan suara gemericik air yang menenangkan.","Cagar Alam","Subang","44425","4,3","086903226348","{'lat': -6.7323931607434755, 'lng': 107.70037871013919}","-6.7323931607434755","107.70037871013919"
"416","Astro Highlands Ciater","Penginapan yang menyajikan kenyamanan dengan pemandangan alam yang menawan.","Taman Hiburan","Subang","9877","4,4","084252232851","{'lat': -6.77194299143232, 'lng': 107.63684488130393}","-6.77194299143232","107.63684488130393"
"417","Ciater Highland Resort","Penginapan mewah di tengah keindahan alam, memberikan pengalaman menginap yang istimewa.","Taman Hiburan","Subang","13722","4,3","087322404187","{'lat': -6.711430264204525, 'lng': 107.66344557784578}","-6.711430264204525","107.66344557784578"
"418","Wisata Alam Pasir Langlang","Menikmati pesona alam dengan hamparan pasir putih yang memikat hati.","Cagar Alam","Subang","15794","4,3","085494192685","{'lat': -6.693099734737983, 'lng': 107.57499146410824}","-6.693099734737983","107.57499146410824"
"419","Air Terjun Curug Sawer sukabumi","Keindahan alam terungkap dalam air terjun yang mempesona, menawarkan suasana sejuk dan pemandangan alam yang menakjubkan.","Cagar Alam","Sukabumi","20153","4,6","085472932154","{'lat': -6.8309085869892, 'lng': 106.9326486678124}","-6.8309085869892","106.9326486678124"
"420","Alun-Alun Kota Sukabumi","Pusat kota yang ramai dengan kegiatan lokal dan area terbuka yang menyenangkan untuk bersantai.","Taman Hiburan","Sukabumi","21412","4,6","088318929748","{'lat': -6.921274332031069, 'lng': 106.92574068130612}","-6.921274332031069","106.92574068130612"
"421","Tugu Kusukabumiku","Monumen bersejarah yang mencerminkan identitas dan kebanggaan warga Sukabumi.","Budaya","Sukabumi","31195","4,6","082676467602","{'lat': -6.9202711329873665, 'lng': 106.9310028794551}","-6.9202711329873665","106.9310028794551"
"422","Situgunung camping ground","Area perkemahan yang indah di tengah alam, memberikan pengalaman berkemah yang seru.","Taman Hiburan","Sukabumi","12464","4,6","081194249994","{'lat': -6.836545152356747, 'lng': 106.927019450618}","-6.836545152356747","106.927019450618"
"423","Alun-Alun Cisaat","Suasana alun-alun yang tenang dan nyaman, cocok untuk berjalan-jalan santai atau sekadar bersantai.","Taman Hiburan","Sukabumi","9427","4,5","083506672810","{'lat': -6.908275974242627, 'lng': 106.89072473712663}","-6.908275974242627","106.89072473712663"
"424","Situ Gunung Suspension Bridge","Jembatan gantung yang menyeberang di atas Danau Situ Gunung, memberikan pemandangan spektakuler.","Cagar Alam","Sukabumi","47375","4,7","085049680127","{'lat': -6.83089347928327, 'lng': 106.92893569187544}","-6.83089347928327","106.92893569187544"
"425","Curug Cikaso","Salah satu air terjun terkenal di Sukabumi dengan tiga aliran air yang memukau.","Cagar Alam","Sukabumi","44049","4,6","085701586711","{'lat': -7.360272624462899, 'lng': 106.61753507946192}","-7.360272624462899","106.61753507946192"
"426","Curug Cimarinjung","Destinasi air terjun yang menawarkan keindahan alam yang masih alami dan jarang dijamah.","Cagar Alam","Sukabumi","14114","4,6","089853812843","{'lat': -7.1698462187222045, 'lng': 106.47334669480236}","-7.1698462187222045","106.47334669480236"
"427","Air Terjun Curug Awang","Pesona air terjun yang menawan dengan suasana sekitar yang alami dan hening.","Cagar Alam","Sukabumi","5856","4,5","084238770717","{'lat': -7.259453121569572, 'lng': 106.51045323713205}","-7.259453121569572","106.51045323713205"
"428","Curug Sodong","Air terjun indah yang dapat dinikmati dalam perjalanan petualangan di alam.","Cagar Alam","Sukabumi","39647","4,5","086755476640","{'lat': -7.185379179583617, 'lng': 106.49784722363847}","-7.185379179583617","106.49784722363847"
"429","Curug Cikanteh","Keindahan alam terungkap melalui air terjun yang menyejukkan.","Cagar Alam","Sukabumi","9941","4,7","082687352919","{'lat': -7.185027759050001, 'lng': 106.50172383713092}","-7.185027759050001","106.50172383713092"
"430","Pantai Pelabuhan Ratu","Pantai eksotis dengan pasir putih yang menawarkan ombak yang memikat bagi para pengunjung.","Cagar Alam","Sukabumi","20009","4,6","089086690935","{'lat': -6.9810956529228925, 'lng': 106.54085199998039}","-6.9810956529228925","106.54085199998039"
"431","Panenjoan Ciletuh","Destinasi alam yang memukau dengan pemandangan hamparan hijau dan keindahan alam pegunungan.","Cagar Alam","Sukabumi","20801","4,6","088457626311","{'lat': -7.237219611172351, 'lng': 106.51345194224325}","-7.237219611172351","106.51345194224325"
"432","Rafting Citarik","Pengalaman rafting yang mendebarkan di Sungai Citarik, cocok bagi para penggemar olahraga air.","Cagar Alam","Sukabumi","30416","4,8","087257261341","{'lat': -6.915351504904434, 'lng': 106.60961252548537}","-6.915351504904434","106.60961252548537"
"433","BANDROS ATA","Mode transportasi khas Sukabumi yang dapat menjadi sarana unik untuk menjelajahi kota.","Budaya","Sukabumi","11063","4,5","083411353576","{'lat': -6.922356279334382, 'lng': 106.93419350829095}","-6.922356279334382","106.93419350829095"
"434","Ale's Place Cipoho | Makanan Jepang Halal di Kota Sukabumi","Tempat makan Jepang halal di Kota Sukabumi dengan beragam hidangan lezat.","Budaya","Sukabumi","6160","4,5","087367328125","{'lat': -6.935945838915708, 'lng': 106.92521508130649}","-6.935945838915708","106.92521508130649"
"435","Kawah Ratu Gunung Salak","Kawah gunung yang menarik untuk dijelajahi dengan pemandangan alam yang menawan.","Cagar Alam","Sukabumi","29756","4,7","088696818511","{'lat': -6.717334610326657, 'lng': 106.71320516781066}","-6.717334610326657","106.71320516781066"
"436","Seoul little","Tempat bersantap dengan menu masakan Korea yang autentik di tengah Kota Sukabumi.","Budaya","Sukabumi","27124","4,6","089427769786","{'lat': -6.922381584322399, 'lng': 106.93149369664955}","-6.922381584322399","106.93149369664955"
"437","Ryzzy Azzahra Waterpark","Taman air yang menyajikan keseruan dan kegembiraan bagi pengunjung.","Taman Hiburan","Sukabumi","20335","4,4","084986612017","{'lat': -6.887214270444669, 'lng': 106.94198525246979}","-6.887214270444669","106.94198525246979"
"438","Pantai Batu Bintang","Pantai indah dengan hamparan batu-batu besar yang menjadi daya tarik tersendiri.","Cagar Alam","Sukabumi","45067","4,4","083419308556","{'lat': -7.02048361544159, 'lng': 106.54003249665105}","-7.02048361544159","106.54003249665105"
"439","Pantai Cikembang","Pantai dengan pesona alam yang eksotis, memberikan pengalaman liburan yang menyenangkan.","Cagar Alam","Sukabumi","17141","4,4","089007605449","{'lat': -7.021296334968518, 'lng': 106.57394104829525}","-7.021296334968518","106.57394104829525"
"440","Sport Garden","Tempat rekreasi olahraga dengan berbagai fasilitas untuk aktivitas fisik dan kebugaran.","Taman Hiburan","Sukabumi","37289","4,4","087138089134","{'lat': -6.9560073450776, 'lng': 106.91027563897829}","-6.9560073450776","106.91027563897829"
"441","Alun-alun Sumedang","Pusat kota yang ramai dengan beragam kegiatan dan acara, menjadi tempat berkumpul warga Sumedang.","Taman Hiburan","Sumedang","20404","4,6","083573250970","{'lat': -6.842681140079005, 'lng': 107.91641239294636}","-6.842681140079005","107.91641239294636"
"442","Bukit Akasia","Bukit yang menawarkan pemandangan alam yang indah, cocok untuk berjalan-jalan santai dan menikmati keindahan.","Cagar Alam","Sumedang","41997","4,5","085854383918","{'lat': -6.92443182978849, 'lng': 107.79768228130622}","-6.92443182978849","107.79768228130622"
"443","Wisata Batu Dua","Destinasi wisata dengan formasi batuan yang unik, menciptakan nuansa alam yang eksotis.","Cagar Alam","Sumedang","29305","4,5","082309570493","{'lat': -6.900956419850219, 'lng': 108.01959747945489}","-6.900956419850219","108.01959747945489"
"444","Wisata Menara Kujang","Menara yang menjadi landmark kota Sumedang, memberikan panorama kota dan sekitarnya dari ketinggian.","Budaya","Sumedang","46315","4,5","088104648822","{'lat': -6.872093972048016, 'lng': 108.12052732178269}","-6.872093972048016","108.12052732178269"
"445","Museum Prabu Geusan Ulun","Museum yang menyajikan sejarah dan budaya Sumedang, memberikan wawasan tentang warisan lokal.","Budaya","Sumedang","44891","4,7","082961015127","{'lat': -6.860879601008371, 'lng': 107.92087843897701}","-6.860879601008371","107.92087843897701"
"446","Nangorak Camp","Tempat kemping yang nyaman dengan suasana pedesaan dan keindahan alam yang menenangkan.","Taman Hiburan","Sumedang","28665","4,5","083335047253","{'lat': -6.912257681135869, 'lng': 107.91547393712675}","-6.912257681135869","107.91547393712675"
"447","Cicalengka Dreamland","Kawasan rekreasi dengan berbagai wahana dan aktivitas seru untuk keluarga dan teman-teman.","Taman Hiburan","Sumedang","19671","4,5","082764669403","{'lat': -6.968349503041525, 'lng': 107.8855248947993}","-6.968349503041525","107.8855248947993"
"448","Wisata Batu Kuda","Batu besar yang memiliki bentuk menyerupai kuda, menciptakan objek menarik untuk dijelajahi dan difoto.","Taman Hiburan","Sumedang","10714","4,5","087448618410","{'lat': -6.8928681673247665, 'lng': 107.74524996781334}","-6.8928681673247665","107.74524996781334"
"449","Kampung Karuhun ECO Green Park Sumedang","Desa wisata yang mengusung konsep ramah lingkungan, menawarkan pengalaman berinteraksi dengan alam.","Budaya","Sumedang","49744","4,3","084367027670","{'lat': -6.91368073568222, 'lng': 107.95245753712673}","-6.91368073568222","107.95245753712673"
"450","Taman ENDOG Sumedang","Taman yang asri dengan berbagai jenis tanaman dan area bermain, tempat yang cocok untuk bersantai.","Taman Hiburan","Sumedang","45285","4,3","089735812313","{'lat': -6.847242808473697, 'lng': 107.9240320082898}","-6.847242808473697","107.9240320082898"
"451","Wisata Kampoeng Ciherang","Desa wisata dengan pesona alam dan kegiatan tradisional, memperkenalkan kehidupan masyarakat lokal.","Budaya","Sumedang","42729","4,3","082311834889","{'lat': -6.8293529404461175, 'lng': 107.79803196966331}","-6.8293529404461175","107.79803196966331"
"452","Pangjugjugan","Lokasi dengan pemandangan alam yang menakjubkan dan menjadi spot favorit untuk menikmati matahari terbenam.","Cagar Alam","Sumedang","17419","4,0","087795212798","{'lat': -6.9162481747907165, 'lng': 107.8485534389777}","-6.9162481747907165","107.8485534389777"
"453","Curug Gorobog","Air terjun yang indah dengan aliran air yang jernih, menciptakan suasana alami yang menyejukkan.","Cagar Alam","Sumedang","37842","4,4","089315706268","{'lat': -6.913285878149013, 'lng': 107.96076291014191}","-6.913285878149013","107.96076291014191"
"454","Tahura Gunung Kunci","Taman hutan yang konservatif dengan berbagai jenis flora dan fauna, ideal untuk hiking dan kegiatan outdoor.","Cagar Alam","Sumedang","9620","4,4","087581937127","{'lat': -6.855986598715437, 'lng': 107.91687355246934}","-6.855986598715437","107.91687355246934"
"455","Wisata Air GAJAH DEPA","Destinasi air yang menawarkan keindahan alam dan kegiatan rekreasi air untuk pengunjung.","Taman Hiburan","Sumedang","7083","4,3","081477381653","{'lat': -6.819116569753929, 'lng': 107.94458683712536}","-6.819116569753929","107.94458683712536"
"456","Curug CIPUTRAWANGI","Air terjun yang memukau dengan pemandangan alam yang menyejukkan, cocok untuk pencinta alam.","Cagar Alam","Sumedang","44861","4,4","087266381377","{'lat': -6.751510213438009, 'lng': 107.9876463678112}","-6.751510213438009","107.9876463678112"
"457","Mata Air Cikandung","Mata air yang jernih dan segar, menjadi tempat yang nyaman untuk bersantai dan menikmati suasana alam.","Cagar Alam","Sumedang","49979","4,4","085142142406","{'lat': -6.790951643316488, 'lng': 107.92414169479666}","-6.790951643316488","107.92414169479666"
"458","Alun-alun Cisarua Sumedang","Pusat kegiatan sosial dan budaya dengan taman yang indah, sering menjadi tempat berbagai acara komunitas.","Taman Hiburan","Sumedang","30519","4,4","085417972423","{'lat': -6.824391708603746, 'lng': 107.96559503712544}","-6.824391708603746","107.96559503712544"
"459","Alun-Alun Cimalaka","Lapangan terbuka yang menjadi pusat kegiatan masyarakat, tempat berkumpul dan berinteraksi.","Taman Hiburan","Sumedang","15988","4,3","087871100470","{'lat': -6.814274403579783, 'lng': 107.94911041014035}","-6.814274403579783","107.94911041014035"
"460","Curug Cinulang","Air terjun yang cantik dengan akses yang mudah, cocok untuk perjalanan singkat dan piknik.","Cagar Alam","Sumedang","12496","4,3","085049193760","{'lat': -6.96272224677593, 'lng': 107.88156385247086}","-6.96272224677593","107.88156385247086"
"461","Kawasan Konservasi Taman Buru G. Masigit Kareumbi","Kawasan konservasi yang menawarkan keanekaragaman hayati dan panorama alam yang memukau.","Cagar Alam","Sumedang","20699","4,4","089528822590","{'lat': -6.95301139455862, 'lng': 107.91428965247069}","-6.95301139455862","107.91428965247069"
"462","Bukit Panyangrayan","Bukit dengan pemandangan indah yang memukau, menjadi tempat favorit untuk menikmati matahari terbenam.","Cagar Alam","Tasikmalaya","33420","4,5","085853991261","{'lat': -7.447186825894838, 'lng': 108.178202537135}","-7.447186825894838","108.178202537135"
"463","Pantai Karang Tawulan","Pantai yang menawarkan pasir putih dan air laut yang jernih, tempat ideal untuk bersantai dan bermain air.","Cagar Alam","Tasikmalaya","8321","4,5","086453756678","{'lat': -7.813054373612711, 'lng': 108.29972500830519}","-7.813054373612711","108.29972500830519"
"464","Curug Agung Galunggung","Air terjun yang tinggi dengan aliran air yang deras, menciptakan suasana alam yang segar dan menenangkan.","Cagar Alam","Tasikmalaya","43710","4,5","089502763599","{'lat': -7.262522479606378, 'lng': 108.07950293713208}","-7.262522479606378","108.07950293713208"
"465","Kawah Gunung Galunggung","Salah satu kawah gunung yang menarik untuk dijelajahi, dengan pemandangan panorama gunung yang memukau.","Cagar Alam","Tasikmalaya","24815","4,6","082307292131","{'lat': -7.256092751490594, 'lng': 108.07834031579625}","-7.256092751490594","108.07834031579625"
